fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,wine_type,flag_free_sulfur_gt_total,total_acidity,sulfur_ratio,residual_sugar_log,chlorides_log,density_alcohol,sugar_to_alcohol,target_is_high_quality
7.0,0.15,0.38,15.3,0.045,54.0,120.0,0.9975,3.18,0.42,9.8,white,False,7.53,0.44999999625000003,2.791165107812717,0.04401688541677433,9.775500000000001,1.5612243304873132,0
7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,white,False,8.0,0.20422535067446937,0.7884573603642702,0.032467190137501496,10.614935,0.11214952222901663,0
6.1,0.18,0.38,2.3,0.033,28.0,111.0,0.98962,3.16,0.49,12.4,white,False,6.659999999999999,0.25225224997970946,1.1939224684724346,0.032467190137501496,12.271288,0.18548385600936645,0
7.0,0.53,0.43,6.1,0.029,6.0,76.0,0.99118,3.08,0.5,12.5,white,False,7.96,0.07894736738227148,1.9600947840472698,0.028587456851912555,12.38975,0.48799996096000314,1
6.5,0.36,0.38,10.2,0.028,20.0,82.0,0.99274,3.1,0.43,12.1,white,False,7.24,0.2439024360499703,2.4159137783010487,0.027615167032973367,12.012153999999999,0.8429751369442036,1
7.5,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,2.92,0.59,11.3,white,False,8.22,0.5828220823139749,1.62924053973028,0.04018178963283184,11.207792000000001,0.3628318262980684,0
6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.99052,3.25,0.43,12.0,white,False,7.3500000000000005,0.3934426197258802,1.3609765531356006,0.038258712117090345,11.886239999999999,0.24166664652777947,0
6.6,0.25,0.33,8.5,0.042,29.0,141.0,0.99546,3.28,0.6,10.4,white,False,7.18,0.2056737574065691,2.2512917986064953,0.04114194333117518,10.352784,0.8173076137204218,0
6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46,12.2,white,False,6.950000000000001,0.2643678130532435,0.9162907318741551,0.04114194333117518,12.074584,0.12295080959419595,1
6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43,8.6,white,False,6.88,0.20869565035916826,1.410986973710262,0.038258712117090345,8.55012,0.3604650743645263,0
7.1,0.28,0.35,3.5,0.028,35.0,91.0,0.99022,2.96,0.33,12.1,white,False,7.7299999999999995,0.38461538038884197,1.5040773967762742,0.027615167032973367,11.981662,0.2892561744416385,0
6.6,0.35,0.34,4.9,0.032,9.0,125.0,0.99253,3.32,0.81,12.0,white,False,7.289999999999999,0.07199999942400001,1.7749523509116738,0.03149866705937099,11.91036,0.40833329930555845,0
6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,3.46,0.42,11.9,white,False,6.859999999999999,0.09803921472510574,0.7884573603642702,0.028587456851912555,11.78457,0.10084032766047667,0
5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,white,False,6.43,0.2978723372566773,1.7047480922384253,0.023716526617316044,13.550122,0.3284671293089687,1
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,white,False,7.119999999999999,0.42307691765286004,1.2809338454620642,0.0295588022415444,11.203498000000002,0.23008847521340928,0
8.5,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,3.02,0.42,10.5,white,False,9.13,0.27272726962809923,2.388762789235098,0.03536714383729131,10.44855,0.9428570530612331,0
6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,3.14,0.44,10.1,white,False,6.64,0.18905472542758844,2.3513752571634776,0.04018178963283184,10.0495,0.9405939662778252,0
6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.98876,2.94,0.39,12.3,white,False,7.04,0.15789473476454297,0.9162907318741551,0.023716526617316044,12.161748000000001,0.12195120959746264,0
6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,3.06,0.33,12.0,white,False,6.94,0.22471909859866182,1.4350845252893227,0.03052920503482287,11.87472,0.2666666444444463,1
6.3,0.28,0.47,11.2,0.04,61.0,183.0,0.99592,3.12,0.51,9.5,white,False,7.05,0.33333333151183975,2.501435951739211,0.039220713153281295,9.46124,1.1789472443213427,0
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,white,False,8.389999999999999,0.18421052510387811,1.4350845252893227,0.042101176018635396,11.300706,0.28070172976300617,0
7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,white,False,7.7,0.33898304797471995,1.1939224684724346,0.04401688541677433,11.788616,0.19327729468258026,1
9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,white,False,10.43,0.1666666574074079,1.7749523509116738,0.03149866705937099,9.9368,0.489999951000005,0
6.8,0.13,0.39,1.4,0.034,19.0,102.0,0.99121,3.23,0.6,11.3,white,False,7.319999999999999,0.1862745079777009,0.8754687373538999,0.03343477608623739,11.200673000000002,0.12389379434568192,1
6.6,0.78,0.5,1.5,0.045,30.0,133.0,0.99104,3.25,0.48,11.7,white,False,7.88,0.22556390807846685,0.9162907318741551,0.04401688541677433,11.595168,0.1282051172474259,0
5.1,0.33,0.27,6.7,0.022,44.0,129.0,0.99221,3.36,0.39,11.0,white,False,5.699999999999999,0.3410852686737576,2.0412203288596382,0.02176149178151269,10.91431,0.6090908537190134,1
6.7,0.34,0.4,2.1,0.033,34.0,111.0,0.98924,2.97,0.48,12.2,white,False,7.44,0.30630630354679006,1.1314021114911006,0.032467190137501496,12.068728,0.17213113343187433,1
6.7,0.14,0.51,4.3,0.028,57.0,124.0,0.99176,2.91,0.54,10.7,white,False,7.35,0.45967741564776277,1.667706820558076,0.027615167032973367,10.611832,0.4018691213206429,1
7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.99432,3.11,0.34,10.9,white,False,7.6,0.2976190440759638,2.4765384001174837,0.037295784743696894,10.838088,0.9999999082568892,0
6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.99366,3.17,0.38,10.2,white,False,7.05,0.15929203398856606,2.0794415416798357,0.039220713153281295,10.135332,0.6862744425221136,0
7.6,0.21,0.49,2.5,0.047,20.0,130.0,0.99178,3.15,0.48,11.1,white,False,8.299999999999999,0.15384615266272192,1.252762968495368,0.045928931888399804,11.008758,0.22522520493466625,0
7.7,0.26,0.51,2.6,0.045,26.0,159.0,0.99126,3.0,0.5,11.2,white,False,8.47,0.16352201155017604,1.2809338454620642,0.04401688541677433,11.102112,0.2321428364158182,0
7.7,0.25,0.49,2.5,0.047,31.0,169.0,0.99252,3.07,0.57,10.6,white,False,8.44,0.18343195157732572,1.252762968495368,0.045928931888399804,10.520712,0.2358490343538647,0
7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,3.03,0.53,10.3,white,False,8.41,0.21854304491031096,2.7536607123542622,0.045928931888399804,10.270027,1.4271843274578322,0
6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,white,False,7.5600000000000005,0.15270935885364847,1.7047480922384253,0.05259245011917058,10.349352,0.4326922660872821,0
6.7,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,3.1,0.62,11.9,white,False,7.4,0.17117116962908857,1.1631508098056809,0.032467190137501496,11.786355,0.18487393404420724,0
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,white,False,7.12,0.418367342669721,1.0647107369924282,0.03536714383729131,11.781,0.15966385212908804,1
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,white,False,8.17,0.18604651018568596,0.9555114450274363,0.042101176018635396,10.32772,0.15384613905325586,0
6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,3.11,0.47,9.2,white,False,7.13,0.17460317321743513,2.9069010598473755,0.050693114315518116,9.189696,1.8804345782136331,0
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,white,False,6.79,0.31623931353641616,1.6486586255873816,0.039220713153281295,11.207566000000002,0.3716813830370458,0
6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,3.25,0.5,11.0,white,False,7.28,0.3932584225476582,1.252762968495368,0.03343477608623739,10.9043,0.22727270661157215,1
5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.98836,3.08,0.64,12.9,white,False,6.57,0.31972788898144294,0.8754687373538999,0.03052920503482287,12.749844000000001,0.10852712336999043,1
5.9,0.19,0.37,0.8,0.027,3.0,21.0,0.9897,3.09,0.31,10.8,white,False,6.460000000000001,0.14285713605442207,0.5877866649021191,0.026641930946421175,10.68876,0.07407406721536415,0
6.2,0.25,0.42,8.0,0.049,53.0,206.0,0.99586,3.16,0.47,9.1,white,False,6.87,0.2572815521491187,2.1972245773362196,0.04783732941416013,9.062325999999999,0.8791207825141998,0
5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,white,False,6.049999999999999,0.3009708708643605,0.9932517730102833,0.0295588022415444,12.757068,0.13178293552070267,0
5.5,0.18,0.22,5.5,0.037,10.0,86.0,0.99156,3.46,0.44,12.2,white,False,5.8999999999999995,0.11627906841535968,1.8718021769015913,0.03633192924739028,12.097031999999999,0.4508196351787185,0
7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.99534,3.06,0.46,10.3,white,False,8.010000000000002,0.2733333315111111,2.2617630984737906,0.050693114315518116,10.252002000000001,0.8349513752474392,0
7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.99322,3.08,0.46,11.0,white,False,7.74,0.3671874971313477,2.066862759472976,0.05732506661926941,10.925419999999999,0.6272726702479391,1
7.6,0.3,0.38,2.1,0.043,10.0,98.0,0.99296,3.17,0.65,11.0,white,False,8.28,0.1020408152852978,1.1314021114911006,0.042101176018635396,10.922559999999999,0.1909090735537206,0
5.0,0.24,0.21,2.2,0.039,31.0,100.0,0.99098,3.69,0.62,11.7,white,False,5.45,0.3099999969,1.1631508098056809,0.038258712117090345,11.594465999999999,0.18803417196289132,0
6.1,0.21,0.38,1.5,0.039,37.0,122.0,0.98972,3.2,0.43,12.0,white,False,6.6899999999999995,0.3032786860386993,0.9162907318741551,0.038258712117090345,11.87664,0.1249999895833342,0
6.5,0.33,0.38,2.5,0.047,30.0,148.0,0.98964,3.17,0.43,12.7,white,False,7.21,0.20270270133308985,1.252762968495368,0.045928931888399804,12.568427999999999,0.19685037820075765,0
6.3,0.35,0.26,17.6,0.061,59.0,198.0,0.99918,3.11,0.49,8.8,white,False,6.909999999999999,0.2979797964748495,2.9231615807191558,0.05921185963184609,8.792784000000001,1.9999997727272987,0
6.6,0.25,0.35,2.9,0.034,38.0,121.0,0.99008,3.19,0.4,12.8,white,False,7.199999999999999,0.3140495841814084,1.3609765531356006,0.03343477608623739,12.673024,0.22656248229980605,0
6.5,0.16,0.33,4.8,0.043,45.0,114.0,0.992,3.18,0.44,11.2,white,False,6.99,0.3947368386426593,1.7578579175523736,0.042101176018635396,11.110399999999998,0.4285713903061259,0
6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,white,False,7.379999999999999,0.23076922972502611,2.5572273113676265,0.055434706888100586,8.886739,1.3370785014518538,0
5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,white,False,6.0600000000000005,0.5048543640305402,0.6418538861723948,0.039220713153281295,11.090912,0.0803571356823986,0
6.2,0.25,0.39,1.3,0.051,42.0,135.0,0.9906,3.23,0.4,11.1,white,False,6.84,0.3111111088065844,0.832909122935104,0.04974209189481407,10.99566,0.11711710656602645,0
6.9,0.22,0.43,6.4,0.042,34.0,115.0,0.99293,3.05,0.51,10.8,white,False,7.55,0.29565217134215505,2.0014800002101243,0.04114194333117518,10.723644,0.5925925377229132,0
6.2,0.19,0.29,4.3,0.045,33.0,126.0,0.99658,3.18,0.42,9.3,white,False,6.680000000000001,0.2619047598261527,1.667706820558076,0.04401688541677433,9.268194000000001,0.46236554168112454,0
5.9,0.33,0.32,8.1,0.038,9.0,34.0,0.9911,3.22,0.36,12.7,white,False,6.550000000000001,0.2647058745674743,2.2082744135228043,0.037295784743696894,12.586969999999999,0.6377952253704547,1
7.8,0.17,0.5,1.3,0.045,35.0,140.0,0.9904,3.16,0.4,12.0,white,False,8.469999999999999,0.24999999821428573,0.832909122935104,0.04401688541677433,11.884799999999998,0.10833332430555632,0
5.5,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,white,False,5.960000000000001,0.5048543640305402,0.6418538861723948,0.039220713153281295,11.090912,0.0803571356823986,0
6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,white,False,6.790000000000001,0.2846153824260355,2.9014215940827497,0.038258712117090345,8.795248,1.9545452324380417,0
7.2,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,3.2,0.47,10.4,white,False,7.920000000000001,0.29220779031033906,2.272125885509337,0.037295784743696894,10.355072,0.8365383811020787,0
5.8,0.39,0.47,7.5,0.027,12.0,88.0,0.9907,3.38,0.45,14.0,white,False,6.659999999999999,0.13636363481404962,2.1400661634962708,0.026641930946421175,13.8698,0.5357142474489823,0
7.6,0.25,1.23,4.6,0.035,51.0,294.0,0.99018,3.03,0.43,13.1,white,False,9.08,0.17346938716507013,1.7227665977411035,0.0344014267173324,12.971357999999999,0.3511450113629762,0
5.8,0.29,0.33,3.7,0.029,30.0,88.0,0.98994,3.25,0.42,12.3,white,False,6.42,0.340909087035124,1.547562508716013,0.028587456851912555,12.176262000000001,0.3008129836737412,0
7.2,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,3.27,0.46,12.6,white,False,7.98,0.36697247369750025,1.1631508098056809,0.0295588022415444,12.48345,0.17460316074578092,0
6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,white,False,7.529999999999999,0.28571428356605805,2.128231705849268,0.019802627296179712,11.90544,0.6166666152777821,1
6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,white,False,6.6899999999999995,0.22580644979188347,2.7788192719904172,0.032467190137501496,9.46998,1.5894735168975247,0
7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,white,False,7.83,0.3421052601569714,1.7578579175523736,0.018821754240587758,12.577572,0.37795272614545466,1
6.9,0.19,0.32,7.9,0.042,30.0,130.0,0.99456,3.4,0.39,10.5,white,False,7.410000000000001,0.23076922899408286,2.186051276738094,0.04114194333117518,10.44288,0.7523808807256305,0
6.5,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,3.15,0.54,12.9,white,False,7.3,0.07499999906250002,0.6931471805599453,0.022739486969489426,12.753585000000001,0.07751937383570745,0
7.8,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,3.06,0.66,11.9,white,False,8.459999999999999,0.10101010049994899,1.7227665977411035,0.023716526617316044,11.807418,0.3865545893651605,0
6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45,12.0,white,False,7.299999999999999,0.26016259951087317,0.8754687373538999,0.03633192924739028,11.88264,0.11666665694444525,0
5.2,0.34,0.37,6.2,0.031,42.0,133.0,0.99076,3.25,0.41,12.5,white,False,5.91,0.31578947130985363,1.9740810260220096,0.03052920503482287,12.3845,0.4959999603200032,0
5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1,white,False,6.28,0.30508474317724793,1.9600947840472698,0.03343477608623739,11.996424,0.5041321897411414,1
6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,3.05,0.36,12.5,white,False,6.7700000000000005,0.26829267965496734,1.8082887711792655,0.018821754240587758,12.370125,0.4079999673600026,0
5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,white,False,6.12,0.24778760842665834,1.9878743481543455,0.042101176018635396,9.836640000000001,0.6363635720844877,0
7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41,10.7,white,False,8.23,0.4285714256559767,0.6418538861723948,0.03536714383729131,10.606482,0.08411214167176248,0
7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,white,False,7.89,0.2758620657946889,1.1939224684724346,0.046883585898850416,11.88528,0.19166665069444577,0
6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.99123,2.97,0.31,12.2,white,False,7.390000000000001,0.29310344574910824,2.028148247292285,0.04114194333117518,12.093006,0.5409835622144622,1
6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,2.99,0.32,12.4,white,False,7.37,0.3145161264958377,2.1400661634962708,0.03536714383729131,12.291252000000002,0.604838660900108,1
6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32,12.4,white,False,7.61,0.295999997632,2.2617630984737906,0.037295784743696894,12.29584,0.6935483311654571,1
7.8,0.21,0.34,11.9,0.039,55.0,140.0,0.9959,3.02,0.31,10.3,white,False,8.35,0.39285714005102046,2.5572273113676265,0.038258712117090345,10.25777,1.1553396936563405,0
5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4,10.5,white,False,6.2299999999999995,0.28571428385899816,2.0918640616783932,0.048790164169432,10.42755,0.6761904117913894,0
7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,3.1,0.44,9.5,white,False,8.1,0.23469387515618495,1.667706820558076,0.04974209189481407,9.44509,0.4526315313019441,0
8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35,10.5,white,False,9.1,0.2924528274296903,0.7419373447293773,0.044973365642731154,10.415370000000001,0.10476189478458146,0
6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,white,False,7.12,0.344444440617284,0.6931471805599453,0.026641930946421175,12.167898000000001,0.08130080639830842,0
8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,white,False,8.83,0.3551401835968207,2.186051276738094,0.0246926125903715,11.817414000000001,0.6638654904314715,0
5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,white,False,5.95,0.17557251774372123,0.6931471805599453,0.037295784743696894,9.718072000000001,0.10204080591420348,0
6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,white,False,6.71,0.22368420758310253,0.6931471805599453,0.039220713153281295,11.284632,0.08771929055093942,1
6.5,0.21,0.4,7.3,0.041,49.0,115.0,0.99268,3.21,0.43,11.0,white,False,7.11,0.4260869528166352,2.1162555148025524,0.04018178963283184,10.91948,0.6636363033057906,0
8.7,0.3,0.59,1.7,0.046,10.0,70.0,0.99373,3.06,0.56,10.8,white,False,9.59,0.14285714081632656,0.9932517730102833,0.044973365642731154,10.732284,0.15740739283264882,0
6.7,0.18,0.37,1.3,0.027,42.0,125.0,0.98939,3.24,0.37,12.8,white,False,7.25,0.33599999731200003,0.832909122935104,0.026641930946421175,12.664192,0.1015624920654303,1
7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,white,False,7.53,0.34146341185802104,2.0014800002101243,0.05354076692802982,10.92498,0.5818181289256247,1
6.6,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,3.15,0.36,10.2,white,False,7.12,0.2837837818663258,1.0296194171811581,0.0344014267173324,10.117992,0.17647057093425778,0
5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.98952,3.32,0.6,12.5,white,False,6.38,0.2719298221760542,0.9162907318741551,0.025667746748577788,12.369,0.11999999040000077,1
7.6,0.24,0.44,3.8,0.037,49.0,146.0,0.9911,3.06,0.37,11.6,white,False,8.28,0.3356164360574217,1.5686159179138452,0.03633192924739028,11.49676,0.3275861786563639,0
5.7,0.16,0.32,1.2,0.036,7.0,89.0,0.99111,3.26,0.48,11.0,white,False,6.180000000000001,0.07865168450953164,0.7884573603642702,0.03536714383729131,10.90221,0.10909089917355462,0
7.0,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52,10.9,white,False,7.63,0.2926829244497323,1.840549633397487,0.03633192924739028,10.825989000000002,0.4862384875010562,0
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,white,False,7.0,0.27559054901109803,2.312535423847214,0.04305948946044697,10.92586,0.8272726520661225,1
7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,white,False,8.68,0.37301587005542963,2.0149030205422647,0.026641930946421175,12.3905,0.5199999584000033,0
6.8,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,3.18,0.53,12.0,white,False,7.41,0.3305785096646404,1.9878743481543455,0.03149866705937099,11.90568,0.5249999562500036,1
5.2,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31,12.4,white,False,5.87,0.31724137712247324,1.8082887711792655,0.03052920503482287,12.27228,0.4112902894120734,1
5.6,0.42,0.34,2.4,0.022,34.0,97.0,0.98915,3.22,0.38,12.8,white,False,6.359999999999999,0.35051546030396435,1.2237754316221157,0.02176149178151269,12.66112,0.18749998535156365,1
6.8,0.28,0.34,7.5,0.035,34.0,177.0,0.99692,3.33,0.43,9.1,white,False,7.42,0.19209039439496953,2.1400661634962708,0.0344014267173324,9.071972,0.8241757336070623,0
6.8,0.45,0.36,5.0,0.033,28.0,156.0,0.991,3.11,0.4,12.4,white,False,7.61,0.17948717833662065,1.791759469228055,0.032467190137501496,12.288400000000001,0.40322577393340536,1
6.6,0.29,0.39,6.75,0.031,22.0,98.0,0.9913,3.15,0.8,12.9,white,False,7.279999999999999,0.22448979362765517,2.0476928433652555,0.03052920503482287,12.78777,0.5232557733910254,1
6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,white,False,7.43,0.19047618896447469,0.7884573603642702,0.04401688541677433,10.816506,0.11009173301910706,0
6.8,0.25,0.24,1.6,0.045,39.0,164.0,0.99402,3.53,0.58,10.8,white,False,7.29,0.23780487659875077,0.9555114450274363,0.04401688541677433,10.735416,0.1481481344307283,0
6.4,0.21,0.34,16.05,0.04,56.0,142.0,0.99678,3.11,0.38,10.6,white,False,6.95,0.3943661944058719,2.8361502037295256,0.039220713153281295,10.565868,1.5141508005518114,0
5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,0.52,9.0,white,False,6.36,0.2735849030793877,1.791759469228055,0.05164323315183845,8.95122,0.5555554938271674,0
8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,white,False,8.94,0.3376623354697251,2.5952547069568657,0.042101176018635396,11.934239999999999,1.0333332472222294,0
6.4,0.24,0.32,0.95,0.041,23.0,131.0,0.99033,3.25,0.35,11.8,white,False,6.960000000000001,0.17557251774372123,0.6678293725756554,0.04018178963283184,11.685894000000001,0.08050846775351968,0
7.5,0.18,0.45,4.6,0.041,67.0,158.0,0.9927,3.01,0.38,10.6,white,False,8.129999999999999,0.42405063022752765,1.7227665977411035,0.04018178963283184,10.52262,0.43396222321111105,0
5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,3.34,0.48,12.3,white,False,5.735,0.22972972662527397,0.9932517730102833,0.032467190137501496,12.177246,0.13821137087712432,0
7.1,0.14,0.33,1.0,0.104,20.0,54.0,0.99057,3.19,0.64,11.5,white,False,7.569999999999999,0.37037036351166,0.6931471805599453,0.09893994785490356,11.391555,0.08695651417769443,0
7.2,0.13,0.46,1.3,0.044,48.0,111.0,0.99127,2.97,0.45,11.1,white,False,7.79,0.4324324285366448,0.832909122935104,0.04305948946044697,11.003097,0.11711710656602645,0
6.5,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44,9.9,white,False,7.04,0.07207207142277414,1.252762968495368,0.13278111123381847,9.82773,0.25252522701765384,0
6.2,0.35,0.31,2.6,0.036,37.0,92.0,0.98938,3.27,0.53,12.8,white,False,6.859999999999999,0.40217390867202274,1.2809338454620642,0.03536714383729131,12.664064000000002,0.2031249841308606,1
9.0,0.38,0.53,2.1,0.102,19.0,76.0,0.99001,2.93,0.57,12.9,white,False,9.91,0.24999999671052636,1.1314021114911006,0.09712671073072274,12.771129,0.16279068505498567,0
